SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Feb 22 20:42:51 BRST 2023
User: Julio
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G45254
Integration Time (usec): 3000 (USB2G45254)
Spectra Averaged: 10 (USB2G45254)
Boxcar Smoothing: 0 (USB2G45254)
Correct for Electrical Dark: No (USB2G45254)
Strobe/Lamp Enabled: No (USB2G45254)
Correct for Detector Non-linearity: No (USB2G45254)
Correct for Stray Light: No (USB2G45254)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
350,00	2,72
351,00	2,69
352,00	1,82
353,00	0,56
354,00	2,67
355,00	3,44
356,00	0,93
357,00	0,98
358,00	2,52
359,00	2,61
360,00	0,36
361,00	2,59
362,00	4,50
363,00	1,38
364,00	0,72
365,00	3,63
366,00	3,45
367,00	1,49
368,00	3,58
369,00	2,90
370,00	2,27
371,00	2,22
372,00	2,18
373,00	2,38
374,00	5,11
375,00	3,59
376,00	3,24
377,00	4,58
378,00	7,25
379,00	5,85
380,00	6,80
381,00	12,19
382,00	14,96
383,00	24,41
384,00	28,84
385,00	41,67
386,00	61,02
387,00	82,63
388,00	109,91
389,00	153,88
390,00	207,15
391,00	272,75
392,00	341,27
393,00	430,34
394,00	532,96
395,00	644,84
396,00	790,43
397,00	911,87
398,00	1053,16
399,00	1173,55
400,00	1372,51
401,00	1499,19
402,00	1618,52
403,00	1717,02
404,00	1794,97
405,00	1778,27
406,00	1737,99
407,00	1670,83
408,00	1585,76
409,00	1441,30
410,00	1299,02
411,00	1149,10
412,00	1021,50
413,00	875,61
414,00	776,37
415,00	704,01
416,00	637,82
417,00	558,02
418,00	495,22
419,00	437,75
420,00	394,91
421,00	340,78
422,00	299,41
423,00	255,46
424,00	228,57
425,00	199,25
426,00	170,65
427,00	151,48
428,00	139,46
429,00	123,43
430,00	107,88
431,00	95,78
432,00	86,16
433,00	78,52
434,00	68,87
435,00	58,87
436,00	55,36
437,00	45,02
438,00	40,90
439,00	35,21
440,00	33,04
441,00	30,81
442,00	28,59
443,00	25,22
444,00	24,75
445,00	20,56
446,00	18,41
447,00	16,94
448,00	14,10
449,00	12,80
450,00	9,86
451,00	9,10
452,00	9,84
453,00	9,68
454,00	8,50
455,00	5,82
456,00	6,67
457,00	6,11
458,00	6,19
459,00	6,20
460,00	4,70
461,00	4,81
462,00	5,04
463,00	4,94
464,00	4,20
465,00	3,22
466,00	2,02
467,00	4,72
468,00	4,45
469,00	4,33
470,00	4,11
471,00	3,90
472,00	5,57
473,00	3,52
474,00	2,94
475,00	1,48
476,00	4,74
477,00	4,53
478,00	2,01
479,00	5,65
480,00	4,03
481,00	2,33
482,00	4,29
483,00	2,82
484,00	2,81
485,00	2,00
486,00	1,70
487,00	1,12
488,00	1,71
489,00	2,51
490,00	1,57
491,00	5,58
492,00	2,92
493,00	3,99
494,00	2,54
495,00	3,07
496,00	1,73
497,00	0,31
498,00	1,87
499,00	2,03
500,00	3,18
501,00	3,29
502,00	2,41
503,00	1,77
504,00	3,70
505,00	0,71
506,00	3,75
507,00	3,53
508,00	3,43
509,00	0,63
510,00	0,88
511,00	3,21
512,00	-0,49
513,00	1,88
514,00	3,25
515,00	0,10
